number,values_0,values_1,datetime_start,datetime_complete,duration,params_BN,params_aggregation,params_batch_size,params_depth,params_dropout_bond,params_dropout_ffn,params_hidden_bond,params_hidden_ffn,params_init_lr,params_layer,params_warmup_epochs,state
85,0.5460800406048769,0.4329192042350769,2024-12-19 22:25:30.128473,2024-12-19 22:34:46.447188,0 days 00:09:16.318715,True,norm,16,2,0.15000000000000002,0.1,1000,1200,0.00021050831624568636,2,7,COMPLETE
86,0.5209013982298452,0.43215370178222656,2024-12-19 22:34:46.448897,2024-12-19 22:42:26.930832,0 days 00:07:40.481935,True,mean,128,2,0.25,0.2,400,300,0.0005730519351769109,2,6,COMPLETE
87,0.6807612397859615,0.3487528860569,2024-12-19 22:42:26.933074,2024-12-19 22:52:08.233702,0 days 00:09:41.300628,True,norm,64,3,0.2,0.15000000000000002,400,600,0.0008479006378153747,2,5,COMPLETE
88,0.7188409053554707,0.33878669142723083,2024-12-19 22:52:08.249618,2024-12-19 23:01:31.625477,0 days 00:09:23.375859,True,norm,64,3,0.2,0.1,800,400,0.0008406031135734323,2,5,COMPLETE
89,0.2276001642794051,0.562667727470398,2024-12-19 23:01:31.627409,2024-12-19 23:10:06.309146,0 days 00:08:34.681737,True,sum,64,3,0.2,0.05,800,600,0.000706118378823584,3,10,COMPLETE
90,0.006123277555133171,0.6432134509086609,2024-12-19 23:10:06.375859,2024-12-19 23:17:32.100637,0 days 00:07:25.724778,True,norm,32,3,0.2,0.0,800,1000,0.0008736284436636797,4,5,COMPLETE
91,0.6077342798999732,0.39252471923828125,2024-12-19 23:17:32.104838,2024-12-19 23:26:58.779021,0 days 00:09:26.674183,True,norm,64,3,0.30000000000000004,0.05,900,200,0.0008310351057503694,1,8,COMPLETE
92,0.6054228573708381,0.3952288329601288,2024-12-19 23:26:58.781080,2024-12-19 23:34:48.075274,0 days 00:07:49.294194,True,norm,64,3,0.15000000000000002,0.05,800,400,0.00047505014352505716,3,5,COMPLETE
93,0.2936140216052209,0.5353217720985413,2024-12-19 23:34:48.098776,2024-12-19 23:44:15.141733,0 days 00:09:27.042957,True,sum,16,3,0.25,0.0,700,300,0.0003160527343316206,5,4,COMPLETE
94,0.6732133414967506,0.360306978225708,2024-12-19 23:44:15.144402,2024-12-19 23:56:00.448785,0 days 00:11:45.304383,False,mean,64,3,0.15000000000000002,0.25,900,500,0.0005267230298441924,1,5,COMPLETE
95,0.5345523290180175,0.4227089583873749,2024-12-19 23:56:00.450882,2024-12-20 00:05:33.845618,0 days 00:09:33.394736,True,norm,128,4,0.5,0.0,800,500,0.0009345323577557341,3,3,COMPLETE
96,0.5154315875350414,0.49740496277809143,2024-12-20 00:05:33.847698,2024-12-20 00:13:31.695227,0 days 00:07:57.847529,True,norm,32,3,0.2,0.35000000000000003,900,400,0.0005790127837587333,2,6,COMPLETE
97,0.6054441398362155,0.44184568524360657,2024-12-20 00:13:31.725145,2024-12-20 00:24:28.343458,0 days 00:10:56.618313,False,mean,64,3,0.25,0.5,900,500,0.0005231353593938498,2,5,COMPLETE
98,0.6247281617007038,0.37829121947288513,2024-12-20 00:24:28.349786,2024-12-20 00:33:32.496850,0 days 00:09:04.147064,True,norm,64,3,0.45,0.05,700,700,0.0008071674599933719,2,9,COMPLETE
99,0.41079984215639903,0.48112547397613525,2024-12-20 00:33:32.556919,2024-12-20 00:47:19.363251,0 days 00:13:46.806332,False,mean,64,3,0.2,0.25,800,1400,0.00041121261098874516,2,4,COMPLETE
